Time,Road_FR_mu,FR_x,FR_y,FR_z,Road_FL_mu,FL_x,FL_y,FL_z,Road_RR_mu,RR_x,RR_y,RR_z,Road_RL_mu,RL_x,RL_y,RL_z,Ax,Ay,long_slip_FL,long_slip_FR,long_slip_RL,long_slip_RR,lat_slip_FL,lat_slip_FR,lat_slip_RL,lat_slip_RR
26.22,0.8,169.600302453498,-427.795399136094,4840.3517062723,0.5,203.985515046414,-1245.61473562414,7149.72348119424,0.8,285.466971985253,-624.399791909796,4255.20970122034,0.5,331.348841687768,-1668.43270600739,6284.85971760392,0.249222306051737,-1.77886480058034,0.000779449596814974,0.000758417966607176,0.00142969590415103,0.00142170265829425,0.00913946610525412,0.00380147982981437,0.012707190535033,0.0058323720365812
26.23,0.8,167.367600006516,-684.878829886993,4789.91265739131,0.5,198.660177978091,-1552.15285503372,7250.62830043485,0.8,285.005786403388,-527.346375364329,4236.13231776899,0.5,318.727966141797,-1553.23975087433,6298.78737000766,0.238744838394744,-1.93764671537662,0.000783894566021807,0.000759581216523119,0.0013419790658574,0.00142008334669732,0.0113930438167458,0.00608953646192743,0.0117482038591516,0.00491181521713412
26.24,0.8,164.640379853985,-922.57818646261,4748.64924217668,0.5,193.610218617734,-1830.95172193786,7334.14864924873,0.8,283.490068817086,-437.627057121157,4220.48671750812,0.5,306.013899270998,-1441.54041364586,6300.39015994218,0.226162648854232,-2.0802902158351,0.000798671116597497,0.000757841167395527,0.00126358330536468,0.00141162703601153,0.0135208877220548,0.00825265834359464,0.0108546084279822,0.00405997255965372
26.25,0.8,159.303890599531,-1139.69779835957,4714.75348886676,0.5,185.896723943412,-2081.67240656013,7400.87234793818,0.8,278.116796757641,-356.471543095487,4207.32361409508,0.5,291.138267317614,-1336.86139514675,6293.16742697777,0.207360516286159,-2.20772007877558,0.00081043839438298,0.000745185433954227,0.00118484703006924,0.00138416600673319,0.0155024288205067,0.0102686284493159,0.0100419438411515,0.00329144289170578
26.26,0.8,154.168507393088,-1335.64895242452,4686.89274767738,0.5,178.347669181872,-2303.43432899679,7451.67534961536,0.8,272.490551274647,-284.85889417081,4196.50034139769,0.5,277.787542907921,-1241.70388548188,6279.13820535935,0.188365766146608,-2.32125693766647,0.000821605309658766,0.000734329475701235,0.00111894615183111,0.00135717204490317,0.0173231248036745,0.0121215809916612,0.0093232820671906,0.00261811241253056
26.27,0.8,149.003655744502,-1509.41538430021,4664.15330084702,0.5,170.936069887378,-2496.00288575424,7487.39273248992,0.8,266.426337221086,-223.747131512921,4187.8460338295,0.5,265.589076936606,-1158.35640881835,6259.73193384529,0.169091840488575,-2.42131692961462,0.000828738757961192,0.000723132916623694,0.00106237207558319,0.00132794915605726,0.0189686572372961,0.0137959144570375,0.00870798407608752,0.00204797431321336
26.28,0.8,143.925129607193,-1660.55827732959,4645.92584214232,0.5,163.794592204556,-2660.02906635271,7508.98349241924,0.8,260.186091996316,-173.616578411103,4180.96729568913,0.5,254.567029606438,-1087.61098739007,6235.86460228725,0.150076074723303,-2.50871580731956,0.000831283229037311,0.000711664775768552,0.00101387073630823,0.00129759146107083,0.0204305738764522,0.0152820243194144,0.0082025630486468,0.00158626139391153
26.29,0.8,139.281552697573,-1788.93315279959,4631.24072175674,0.8,158.252147578271,-2922.26839695901,7522.92851316916,0.8,253.774666316983,-134.548789572683,4175.23127741504,0.5,244.182622371811,-1030.77683481857,6208.53034812579,0.130702114254016,-2.63920248308511,0.000616019885875902,0.000701710179930052,0.000970372709296591,0.00126662073775303,0.0216771460725024,0.0165515445533796,0.00780764407639918,0.00123249274072749
26.3,0.8,134.872966696346,-1890.87361786315,4618.24136093358,0.8,150.565946187007,-3072.72005513154,7530.32428511478,0.8,247.584085206062,-105.96504028697,4168.86486640737,0.5,235.107733644708,-987.531681266933,6179.47291860233,0.112556630510237,-2.71800791983977,0.000631955086138092,0.000689759971850372,0.000933742425546721,0.00123679158786232,0.0226960421547059,0.0175847578152982,0.00751974527436149,0.000982682755528509
26.31,0.8,130.302232536687,-1969.02621258837,4606.9204817167,0.8,143.743726601781,-3175.51918440555,7516.55564342391,0.8,241.115730104997,-88.3351521762177,4161.32327371109,0.5,227.909887437596,-958.654590762182,6145.54322550783,0.0965348697788663,-2.77682823522149,0.000611823180402101,0.000675801277310289,0.000907219058462007,0.0012060511793267,0.023512760425323,0.0183983569541535,0.007349196517968,0.000843433971573111
