Time,X,Y,Vy,Yaw,YawRate,YawAcc,SideSlipAngle,Steer,T_FL,T_FR,T_RL,T_RR
32.51,866.367470679158,-8.69079528711323,0.0228942889033659,-0.00279651782023353,0.00294770948012889,-0.00378418651576386,0.000937938628032459,-0.00433053762506699,-8.70345960712949,-4.72697593931641,-12.0751075442817,-6.81901722721323
32.52,866.624854952297,-8.69126892242857,0.022990841612282,-0.00276725309921362,0.00290912350260864,-0.00380801334528478,0.000942060490978469,-0.00433469125714977,-8.72328615307928,-4.79209491474629,-12.1022621964276,-6.91266736204449
32.53,866.882142925376,-8.69173384411818,0.0230874816222045,-0.00273837410234489,0.00287061780524635,-0.00378752928082815,0.000946190851602796,-0.00433804723583483,-8.74280144442263,-4.85596617705053,-12.1287652105799,-7.00432638695333
32.54,867.139334604209,-8.69219015778247,0.0231835921025373,-0.00270988046752846,0.00283200727674341,-0.00380854109222216,0.000950306157510713,-0.00434217326785935,-8.7613870282483,-4.91826835967527,-12.1537869278579,-7.09355712752691
32.55,867.396429994823,-8.69263797515261,0.0232789434090467,-0.00268177271461557,0.00279349074195325,-0.00378707873453484,0.00095439745980174,-0.00434555123379237,-8.77896256850414,-4.97865512873083,-12.1772495315816,-7.17987938774813
32.56,867.653429103691,-8.69307740963658,0.0233729962811214,-0.00265405027912143,0.00275490063734127,-0.00380418269720189,0.000958444062142558,-0.00434965650120002,-8.7952231841797,-5.03712726604884,-12.198749426599,-7.26331910343471
32.57,867.910331937746,-8.69350857988521,0.0234655879441082,-0.00262671336414052,0.00271643066183407,-0.00378067440547897,0.000962439484597142,-0.00435305373285989,-8.81025116782887,-5.09348038958644,-12.2184287907318,-7.34359900993199
32.58,868.16713850453,-8.69393160548544,0.0235562708792257,-0.00259976109751384,0.00267792691581315,-0.00379324684726074,0.000966366443209781,-0.00435713502248738,-8.82387313974167,-5.14785820949365,-12.2360639006461,-7.42095014566283
32.59,868.423848812147,-8.69434661024935,0.0236449593383381,-0.00257319328935932,0.00263957694393905,-0.00376700553788259,0.000970221336673941,-0.00436054052645173,-8.8362813683813,-5.20015028436058,-12.251946436068,-7.495229221312
32.6,868.680462869355,-8.69475371808548,0.0237313018454546,-0.0025470086910098,0.00260123911769551,-0.00377453510284507,0.000973990485407809,-0.00436458564712702,-8.84736314386844,-5.25057148991249,-12.2659350809763,-7.56676839341703
32.61,868.936980685494,-8.69515305606063,0.023815294521261,-0.00252120666366984,0.00256309322431918,-0.00374548491826715,0.000977673383907685,-0.00436797930541963,-8.85736675161752,-5.2990551656519,-12.2783962859664,-7.63548543442065
32.62,869.193402270575,-8.69554475031922,0.023896724017754,-0.00249578548238974,0.00252503347261607,-0.00374138770541139,0.000981261438654055,-0.00437196953092844,-8.86617777479083,-5.34585110780576,-12.2892491200894,-7.70175997072338
32.63,869.449727635362,-8.69592892834076,0.0239757322278686,-0.00247074353947391,0.00248725208439055,-0.00370787479537543,0.000984759447686652,-0.00437532928779225,-8.87398077327932,-5.39091333522913,-12.2989798383863,-7.76552840295786
32.64,869.705956791431,-8.69630571582386,0.0240521325082026,-0.00244607869365543,0.00244956108614616,-0.00370744426029288,0.000988160349543067,-0.00437925564784285,-8.88076060527422,-5.43451206552145,-12.3074269959599,-7.82719316999057
32.65,869.962089750977,-8.6966752394104,0.0241261092127997,-0.0024217895502827,0.0024121352780484,-0.00367069427253369,0.000991471060307269,-0.00438257091267175,-8.88683326114828,-5.47657460299907,-12.314910475092,-7.88665711847486
32.66,870.218126526736,-8.69703762293529,0.0241975994480378,-0.002397873560143,0.00237487751421301,-0.00366115160235997,0.000994689052979835,-0.00438642097327226,-8.8921662590279,-5.51739481503079,-12.3213329396633,-7.94435662692161
32.67,870.474067131771,-8.69739299045733,0.0242667814329613,-0.0023743285368066,0.00233795172914159,-0.00361970698585361,0.000997820950006134,-0.00438970341067146,-8.89721451752976,-5.55708548492239,-12.3273236925791,-8.00045745307079
32.68,870.72991157942,-8.69774146222891,0.0243338256722423,-0.00235115044968648,0.00230144707636432,-0.00357843210459452,0.00100087314387545,-0.00439300300823691,-8.90197400192579,-5.595833802744,-12.3328954052456,-8.05523504907375
32.69,870.985659883208,-8.69808315845128,0.0243984162471913,-0.00232833625898651,0.00226510853567746,-0.00357177160375101,0.00100383335854912,-0.0043968472303201,-8.90644914113601,-5.63383023078038,-12.3380628549803,-8.10897698699142
32.7,871.241312056795,-8.69841820044432,0.0244607076082008,-0.00230588411898406,0.00222904639856353,-0.00353723939702346,0.00100670731724446,-0.00440015383979647,-8.91087832561492,-5.6709722072097,-12.3431732586654,-8.16153705802402
