Time,X,Y,Vy,Yaw,YawRate,YawAcc,SideSlipAngle,Steer,T_FL,T_FR,T_RL,T_RR
42.76,1130.61717736523,-8.79156102442582,0.0430259687961948,0.00364328904470964,-0.00897321581189947,0.0499836660533708,0.00157201908724697,-0.000843546797483167,49.7860574650305,47.7385218480124,63.9038525972318,61.154292117186
42.77,1130.89593880775,-8.79013346293629,0.0407381296716768,0.00355607857043725,-0.00852664640977432,0.0413936071756789,0.00148868586870703,-0.000891529934631523,50.2978045329868,48.3017027845773,64.6359780211425,61.9571302719686
42.78,1131.17469513875,-8.78875260658452,0.0384913202117132,0.00347287074678604,-0.00816344168399446,0.0333228522841674,0.00140694472390555,-0.000941783857276426,50.7781654855314,48.8326951506484,65.3287578585444,62.7152720603701
42.79,1131.45344669922,-8.78741692024616,0.0363029888445966,0.00339286447265318,-0.00787753362149099,0.0258910511123292,0.00132741813314224,-0.000992313657099625,51.2257910488645,49.3296482042365,65.9795553136501,63.4279065996963
42.8,1131.73219381067,-8.78612491816659,0.0341888137158705,0.00331532403638937,-0.00766210209067174,0.0191462741714044,0.00125066338274758,-0.00104212840981112,51.6398013944348,49.7910714312692,66.5862704142855,64.0941106511673
42.81,1132.01093677447,-8.78487516465966,0.0321626201927166,0.00323958555963056,-0.00750964300225548,0.0131601779688224,0.00117716975274466,-0.00108951138611523,52.0194829254056,50.2164617874631,67.1470781677276,64.7130304978569
42.82,1132.28967587111,-8.78366627321017,0.0302359670296369,0.00316506176075342,-0.00741245835502533,0.00793210423031677,0.00110734420527081,-0.00113373667704364,52.364552669298,50.605727587792,67.6607490713934,65.28365006761
42.83,1132.56841135975,-8.78249690913787,0.0284180563898096,0.00309124252214128,-0.00736286195022962,0.00344915723604614,0.00104150813987702,-0.00117340389929246,52.6748460222408,50.9577454825639,68.1262151756381,65.8068383914425
42.84,1132.84714347839,-8.78136579196648,0.0267159393583223,0.00301769503302073,-0.00735287085425464,-0.000203467184896776,0.000979904229511246,-0.00120814030191346,52.9507245059072,51.2706449717315,68.5428098228229,66.2843880350516
42.85,1133.12587244377,-8.78027169036338,0.025134950731896,0.00294406926366427,-0.0073742310975169,-0.00306978269469177,0.000922713294295342,-0.00123685069926169,53.1925005328659,51.5480902553055,68.9101639280463,66.7134335768487
42.86,1133.4045984503,-8.77921342209236,0.0236778934128817,0.00287009344338048,-0.00741945099206403,-0.00521546259960642,0.000870025744101997,-0.00125939838755057,53.4008335614256,51.7923476926113,69.2285258521027,67.0926729937422
42.87,1133.68332166927,-8.77818985458579,0.0223458792577445,0.00279556911303215,-0.00748125237502397,-0.00664396690802102,0.000821871320881285,-0.00127500464549546,53.5763035795624,52.0049114286493,69.498112404062,67.4220542612919
42.88,1133.96204224854,-8.77719990029849,0.021138336438365,0.00272036855895091,-0.00755278539513759,-0.00740907678454924,0.00077821970081128,-0.00128384998039959,53.7198433574048,52.1868538582067,69.7197208800609,67.702122211615
42.89,1134.2407603126,-8.77624251315484,0.0200534302635588,0.00264443104320031,-0.00762743895696726,-0.00753002622294707,0.000738995508796059,-0.00128546873832584,53.8323666937929,52.3393356429989,69.8943388996986,67.9341013525707
42.9,1134.51947596309,-8.77531668345899,0.0190877129030702,0.00256775848571782,-0.00769931351594971,-0.00709435281363611,0.000704066284018767,-0.00128032248789784,53.9150913667365,52.4634117579383,70.0234844509306,68.1194132419028
42.91,1134.79818927928,-8.77442143684791,0.0182365069458394,0.0024904085658385,-0.00776303484743189,-0.00614041425784529,0.000673256124674259,-0.0012682145006145,53.9692067908215,52.5603522119197,70.108798282132,68.2599588122231
42.92,1135.07690031889,-8.77355583035873,0.017493922912266,0.00241248889859997,-0.0078139689865432,-0.00475114676332604,0.000646346578923191,-0.00124983770669761,53.9961659599497,52.6315182066027,70.1523949291418,68.357564568493
42.93,1135.35560911881,-8.77271895029427,0.0168532287964451,0.00233415009338517,-0.00784807598019447,-0.00298545376294904,0.000623089871751672,-0.00122520035437138,53.9973406610765,52.6788054983811,70.1564577779786,68.4141164018302
42.94,1135.63431569617,-8.77190990948,0.0163067069556215,0.00225557836995517,-0.00786220111696543,-0.000930511610618149,0.000603203898629556,-0.00119517331120878,53.9743611503612,52.7031324146116,70.1235508336688,68.4324054526882
42.95,1135.91302004944,-8.77112784624347,0.0158461544655301,0.00217698823004415,-0.00785374778399072,0.00136453364065166,0.000586389843442227,-0.00115993273034852,53.9287762692681,52.706184919826,70.05619555709,68.4149585524091
42.96,1136.19172216013,-8.77037192134281,0.015462861635268,0.00209861656820127,-0.00782077336022686,0.00383384878872605,0.000572331364958297,-0.00112028489252428,53.8622910541009,52.6900760731344,69.9572516485153,68.3638412037959
42.97,1136.47042199346,-8.76964131783473,0.0151476229821914,0.00202071579085158,-0.00776206899803422,0.00640109452405311,0.000560695352086816,-0.00107707175217562,53.7766660118002,52.6550324524591,69.8296130925017,68.283065948517
42.98,1136.74911949983,-8.76893524053897,0.0148911808028696,0.00194354734273608,-0.0076769367036776,0.00902412626944106,0.000551147559024729,-0.00103059404125001,53.6735930681472,52.6021806131498,69.6760850871667,68.1760595726827
42.99,1137.02781461673,-8.76825291408457,0.0146841547507509,0.00186737586742217,-0.00756541218914611,0.0116204446179408,0.000543350278802584,-0.000981921177721185,53.5549439652284,52.5328859801181,69.499683864762,68.0457526961769
43,1137.30650727017,-8.76759358304589,0.014517399807404,0.0017924627323174,-0.00742802575369938,0.0141415623707241,0.000536974942721777,-0.000931369621289627,53.4224709810804,52.4487068146193,69.3032494272517,67.8952150832936
43.01,1137.58519730605,-8.76693914226461,0.0182046917133198,0.00173375633900729,-0.00409008638556505,0.440495926022668,0.00066552879209539,0.0058320551889947,52.2382799261089,53.4054270103818,68.1155896503581,68.688591126809
43.02,1137.86388413616,-8.7662358575558,0.025528967281092,0.00172712078168441,0.00246350003784857,0.719947181867049,0.00092072262375876,0.0102631942274849,51.2518204110334,54.177751733133,67.4074486034214,68.9402654926628
43.03,1138.14256682749,-8.76544240972172,0.0344399830462933,0.00180020483236818,0.0115441431834582,0.959516878324775,0.00122935939085238,0.0146164739990223,50.2878620539258,54.9162192470339,66.6837646021343,69.1785144746159
43.04,1138.42124420587,-8.76452469665997,0.0437615444705688,0.0019760694987813,0.0227500631825397,1.15915232494148,0.00154944732655439,0.0187303953441995,49.3897530922872,55.5441501165354,65.9631189159545,69.4561698826704
43.05,1138.69991494383,-8.76345305720095,0.0525856952745201,0.00227394736718008,0.0357224900078751,1.32515943830817,0.00184867953556266,0.0226793864169074,48.56114505949,56.0938241175678,65.2525809360808,69.8048630823463
43.06,1138.97857761898,-8.76220085633228,0.0601849007332273,0.00270951882682029,0.0500954421782526,1.45331970625488,0.00210130928343107,0.0263580789159144,47.8310181020513,56.5923798590315,64.6029704639775,70.208020118715
43.07,1139.25723075607,-8.7607436956561,0.0660656611498593,0.0032951248617582,0.0655838670276661,1.55745163843758,0.00228996570146543,0.0299992485262972,47.1801225569364,57.1057181420667,64.0080108397344,70.7064459130706
43.08,1139.53587279858,-8.75905795714709,0.0698776116518829,0.00404045882656279,0.0819158249252232,1.63268599973838,0.00240243358829185,0.0334715449542044,46.6377231311014,57.6395668254986,63.5211868858516,71.2822265276132
43.09,1139.81450211102,-8.75712040926749,0.0714367368047789,0.00495279726526841,0.0988979225006979,1.69272594140468,0.0024324035381829,0.0370640801404766,46.1886979289732,58.2481277849461,63.1057722668229,71.9904915439328
43.1,1140.09311691877,-8.75490723317739,0.070620847212086,0.0060376033787452,0.116333248044986,1.73111643155967,0.00237578780753733,0.0405759176591519,45.8671090503377,58.9108435536423,62.8230019186771,72.8066983912127
43.11,1140.37171531249,-8.75239425023493,0.0673933180198711,0.00729856285454317,0.134080244458911,1.75824322965877,0.00223151026607754,0.0443182200799641,45.6352287893374,59.6748592757286,62.6433509083174,73.7930976863873
43.12,1140.6502952065,-8.74955658508471,0.061708110060386,0.00873785305072772,0.151953480725325,1.76260360959391,0.00199818821461775,0.047997040595895,45.5412981232047,60.51094151355,62.639480555286,74.9030997402749
43.13,1140.92885440311,-8.74636979566199,0.0534879419010898,0.0103555885005992,0.169750527169485,1.74938336152044,0.00167332647605949,0.0519343370137663,45.5458884604011,61.4959441917247,62.7796748594676,76.1747849471528
43.14,1141.2073905977,-8.74281026200523,0.0426711998779454,0.0121498106332218,0.187248190897515,1.71253656727562,0.0012549884052723,0.0557563825554392,45.6930587272787,62.5621170091714,63.1639625617867,77.5779886351438
43.15,1141.4859014417,-8.73885552595838,0.0292697545711625,0.0141164699402542,0.204265759827963,1.66047961159345,0.000743828404582035,0.0598144696479935,45.9789655721907,63.7402525952495,63.7104914887241,79.2052442943806
43.16,1141.76438456667,-8.73448430100964,0.0132736581139195,0.0162495953778429,0.220579847231607,1.58388743919915,0.000139747300972248,0.0636816710353141,46.503522167694,64.9645687110205,64.4786349856291,81.0017073298242
43.17,1142.04283770138,-8.72967753495775,-0.00534010338218771,0.0185408195817429,0.235949992214278,1.48392706842721,-0.000557805840067841,0.0677528985768055,47.2255889663409,66.2945780377705,65.4027526906011,83.0420626738401
