Time,X,Y,Vy,Yaw,YawRate,YawAcc,SideSlipAngle,Steer,T_FL,T_FR,T_RL,T_RR
5.58,114.480074927302,-4.59924704292423,-0.360474248998857,0.139159093155778,0.245214784461054,-0.28752871473092,-0.0163433985717388,0.0764447107980986,395.15363821165,395.153669823788,395.146576636536,395.148257299504
5.59,114.704512361655,-4.57123366115012,-0.360096361756164,0.141595768165279,0.242426801153587,-0.271195609253976,-0.0163099443516642,0.0746578052640909,395.257690620938,395.257789692468,395.249888615609,395.251514797977
5.6,114.929030441338,-4.54264599668117,-0.358948148107116,0.144005522397554,0.239818557107124,-0.251566391074099,-0.0162429922497102,0.0724513940159659,395.257867375872,395.258043802669,395.249561829841,395.251123728856
5.61,115.153628292414,-4.51348187512705,-0.357070399402584,0.146390327124571,0.237420481310395,-0.229279953695306,-0.0161445126567527,0.0703090805642731,395.160218304701,395.160474727218,395.151481213336,395.152978648392
5.62,115.378304817259,-4.48373930646431,-0.354537520324776,0.148752355419442,0.235242007454561,-0.206969328560931,-0.0160178941077832,0.0679740013468901,394.966590867865,394.966893586793,394.957406617937,394.958851946975
5.63,115.603059119397,-4.45341656565363,-0.35142280052936,0.151093814174938,0.233286839677119,-0.183712759134214,-0.015866425506357,0.0652088668405276,394.675351055333,394.675710917583,394.665746902148,394.667157473556
5.64,115.827890369576,-4.42251207428935,-0.347788501665137,0.153417023253235,0.231570563535388,-0.159182021027231,-0.0156929360580644,0.0624590434646788,394.290640750405,394.291079192815,394.280695977458,394.282068039057
5.65,116.052797584918,-4.3910244537181,-0.343715387355717,0.155724350169388,0.230085758902469,-0.136180878721395,-0.0155009989556872,0.0594757329879636,393.815558714564,393.816045760762,393.805301394646,393.806643499964
5.66,116.277779944345,-4.35895269684681,-0.33930218134888,0.158017969415403,0.228804232530957,-0.116710195688796,-0.015294943600779,0.0562371853795187,393.24792351734,393.248473951185,393.237314270188,393.238642550855
5.67,116.502836947048,-4.32629643886335,-0.334677519680706,0.160299606032944,0.227667160514518,-0.103573484005245,-0.0150803486550941,0.0525158709801486,392.589981850146,392.590616408361,392.579195424498,392.580513796901
5.68,116.727968332875,-4.29305642639501,-0.330004613966237,0.162570268299673,0.226589491056008,-0.100608897729292,-0.0148642819433418,0.0486899207046286,391.843451791369,391.844161899071,391.832425022319,391.833741863788
5.69,116.953174238334,-4.25923536985861,-0.325550104787495,0.164829610831341,0.225383481740939,-0.120541731441187,-0.0146581633896193,0.0445246781255168,391.007668457311,391.008317122913,390.996464861815,390.997796891832
5.7,117.178456036758,-4.22483958998965,-0.321726433145919,0.167074633472936,0.223715906592839,-0.17894745258094,-0.0144795867897722,0.0398219688967913,390.078861542108,390.079088971139,390.06751098886,390.068874708305
5.71,117.403815869569,-4.18988043865632,-0.318887583315618,0.169298714700761,0.221227228767859,-0.271911744018382,-0.0143435674964301,0.0349420349062702,389.057343542171,389.057226081725,389.045521363671,389.046921932869
5.72,117.62925745707,-4.15437223103605,-0.316690820579375,0.171494078144827,0.218323649453337,-0.254175703409858,-0.0142350721550015,0.0297100928174829,387.937714905323,387.918929847211,387.92512120469,387.926555613206
5.73,117.854782504634,-4.11832321822421,-0.315154325458416,0.173654645606575,0.213969186054596,-0.476160042270368,-0.0141544521660259,0.0239467331191937,386.712382737815,386.718000064886,386.698771344442,386.700320716888
5.74,118.080390831811,-4.08176318064587,-0.316337658557021,0.175758819558336,0.207168799003562,-0.751686407386946,-0.0141896188580517,0.0180270413452407,385.38505823871,385.38625734716,385.369555373762,385.371155403511
5.75,118.306089599998,-4.04473412058095,-0.320227788388452,0.177778929735263,0.197429852662612,-1.04882107875574,-0.0143391351236272,0.011742315195244,383.896938227835,383.897415436527,383.878544211764,383.880367761465
5.76,118.531886221084,-4.00728080332174,-0.326205722954705,0.179685037644751,0.184675273121182,-1.34757440037973,-0.0145753624728764,0.00546861344023939,382.308241674064,382.308561173988,382.289436755257,382.291218499817
5.77,118.757788037834,-3.96944793582601,-0.33359721063685,0.181446753709302,0.168853728607281,-1.65335612981761,-0.0148682915470374,-0.00099888582136945,380.509306562931,380.509417787673,380.482441122573,380.484789273772
5.78,118.98380213413,-3.9312802999894,-0.341629740172486,0.183033743669254,0.150053263637484,-1.94411833900124,-0.0151840908412715,-0.00731658119401309,378.375620230021,378.375625977839,378.347062757827,378.349674607208
5.79,119.209934601286,-3.89282002861987,-0.34916273095442,0.184418616735701,0.128775338992436,-2.16928307793573,-0.0154735350330827,-0.0127528518054286,376.120179370075,376.119996604867,376.090533430515,376.093126139617
5.8,119.436190318192,-3.85410435181806,-0.355312444048211,0.185579357311556,0.105483553413907,-2.35729916482095,-0.0156986889964989,-0.0178961261114087,373.754526088374,373.754324996278,373.724157553383,373.726646404319
5.81,119.662573752868,-3.81516914265189,-0.359630797330576,0.186497499945813,0.0804686046729979,-2.5193407102975,-0.0158406561460066,-0.0229380108318379,371.307140729751,371.306872594102,371.276686473568,371.278978651826
5.82,119.889089267667,-3.77605081271348,-0.361768269270055,0.187157448910311,0.0540316999454351,-2.65080589789259,-0.0158850161717325,-0.0277205337379559,368.810750291536,368.810398653582,368.780768267085,368.782772738384
